       t                  x1                  x2
238.0000        2.6663356826        1.3188040555
238.5000        2.6753159685        1.3206394443
239.0000        2.6842930152        1.3224743251
239.5000        2.6932668214        1.3243087025
240.0000        2.7022373863        1.3261425807
240.5000        2.7112047092        1.3279759635
241.0000        2.7201687894        1.3298088545
241.5000        2.7291296261        1.3316412574
242.0000        2.7380872184        1.3334731765
242.5000        2.7470415648        1.3353046164
243.0000        2.7559926634        1.3371355823
243.5000        2.7649405122        1.3389660801
244.0000        2.7738851084        1.3407961163
244.5000        2.7828264491        1.3426256978
245.0000        2.7917645312        1.3444548316
245.5000        2.8006993516        1.3462835250
246.0000        2.8096308977        1.3481117819
246.5000        2.8185591697        1.3499396035
247.0000        2.8274841769        1.3517669943
247.5000        2.8364059184        1.3535939576
248.0000        2.8453243928        1.3554204968
248.5000        2.8542395992        1.3572466152
249.0000        2.8631515359        1.3590723167
249.5000        2.8720602015        1.3608976052
250.0000        2.8809655944        1.3627224846
250.5000        2.8898677127        1.3645469593
251.0000        2.8987665548        1.3663710332
251.5000        2.9076621190        1.3681947103
252.0000        2.9165544037        1.3700179944
252.5000        2.9254434076        1.3718408889
253.0000        2.9343291295        1.3736633968
253.5000        2.9432115684        1.3754855206
254.0000        2.9520907236        1.3773072626
254.5000        2.9609665945        1.3791286247
255.0000        2.9698391807        1.3809496085
255.5000        2.9787084817        1.3827702156
256.0000        2.9875744971        1.3845904475
256.5000        2.9964372265        1.3864103059
257.0000        3.0052966692        1.3882297928
257.5000        3.0141528244        1.3900489105
258.0000        3.0230056910        1.3918676615
258.5000        3.0318552680        1.3936860489
259.0000        3.0407015540        1.3955040760
259.5000        3.0495445475        1.3973217460
260.0000        3.0583842472        1.3991390625
260.5000        3.0672206517        1.4009560289
261.0000        3.0760537598        1.4027726481
261.5000        3.0848835703        1.4045889232
262.0000        3.0937100824        1.4064048566
262.5000        3.1025332954        1.4082204503
263.0000        3.1113532089        1.4100357061
263.5000        3.1201698225        1.4118506257
264.0000        3.1289831359        1.4136652106
264.5000        3.1377931488        1.4154794623
265.0000        3.1465998607        1.4172933826
265.5000        3.1554032710        1.4191069736
266.0000        3.1642033790        1.4209202378
266.5000        3.1730001837        1.4227331781
267.0000        3.1817936838        1.4245457978
267.5000        3.1905838782        1.4263581005
268.0000        3.1993707653        1.4281700899
268.5000        3.2081543437        1.4299817697
269.0000        3.2169346124        1.4317931434
269.5000        3.2257115699        1.4336042145
270.0000        3.2344852156        1.4354149857
270.5000        3.2432555485        1.4372254596
271.0000        3.2520225683        1.4390356383
271.5000        3.2607862744        1.4408455238
272.0000        3.2695466667        1.4426551177
272.5000        3.2783037447        1.4444644220
273.0000        3.2870575081        1.4462734384
273.5000        3.2958079563        1.4480821694
274.0000        3.3045550886        1.4498906175
274.5000        3.3132989040        1.4516987858
275.0000        3.3220394014        1.4535066776
275.5000        3.3307765795        1.4553142967
276.0000        3.3395104371        1.4571216467
276.5000        3.3482409728        1.4589287312
277.0000        3.3569681855        1.4607355537
277.5000        3.3656920743        1.4625421171
278.0000        3.3744126384        1.4643484241
278.5000        3.3831298774        1.4661544767
279.0000        3.3918437908        1.4679602767
279.5000        3.4005543784        1.4697658257
280.0000        3.4092616401        1.4715711250
280.5000        3.4179326161        1.4733693110
281.0000        3.4265673479        1.4751602147
281.5000        3.4351988084        1.4769506457
282.0000        3.4438269971        1.4787406059
282.5000        3.4524519134        1.4805300972
283.0000        3.4610735565        1.4823191220
283.5000        3.4696919256        1.4841076831
284.0000        3.4783070195        1.4858957834
284.5000        3.4869188373        1.4876834259
285.0000        3.4955273777        1.4894706139
285.5000        3.5041326399        1.4912573501
286.0000        3.5127346229        1.4930436373
286.5000        3.5213333260        1.4948294779
287.0000        3.5299287487        1.4966148737
287.5000        3.5385208905        1.4983998266
288.0000        3.5471097511        1.5001843381
288.5000        3.5556953302        1.5019684097
289.0000        3.5642776275        1.5037520429
289.5000        3.5728566424        1.5055352394
290.0000        3.5814323744        1.5073180014
290.5000        3.5900048228        1.5091003309
291.0000        3.5985739867        1.5108822306
291.5000        3.6071398651        1.5126637031
292.0000        3.6157024571        1.5144447509
292.5000        3.6242617619        1.5162253765
293.0000        3.6328177786        1.5180055820
293.5000        3.6413705067        1.5197853692
294.0000        3.6499199458        1.5215647394
